0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1350,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1350,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1350,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1350,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
0,0,1000
